1583486689867,0.48,0.095,10.005
1583486689867,0.48,0.095,9.926
1583486689901,0.559,0.017,9.848
1583486689901,0.48,0.017,9.848
1583486689941,0.48,-0.139,9.769
1583486689941,0.559,-0.218,9.769
1583486689981,0.559,-0.375,9.691
1583486689981,0.48,-0.375,9.769
1583486690023,0.48,-0.375,9.691
1583486690024,0.559,-0.453,9.691
1583486690063,0.559,-0.453,9.612
1583486690063,0.637,-0.453,9.612
1583486690103,0.559,-0.453,9.612
1583486690103,0.559,-0.532,9.612
1583486690141,0.48,-0.532,9.612
1583486690141,0.402,-0.453,9.691
1583486690180,0.324,-0.453,9.691
1583486690180,0.245,-0.375,9.691
1583486690220,0.245,-0.296,9.612
1583486690220,0.245,-0.296,9.534
1583486690259,0.245,-0.375,9.455
1583486690260,0.245,-0.218,9.455
1583486690299,0.402,0.723,10.318
1583486690299,0.48,0.409,10.083
1583486690340,0.324,0.095,9.848
1583486690340,0.245,-0.296,10.005
1583486690379,0.245,-0.532,9.926
1583486690380,0.559,-0.453,10.005
1583486690419,0.402,-0.296,9.926
1583486690419,0.167,-0.218,9.926
1583486690460,0.48,-0.218,10.161
1583486690460,0.167,-0.375,11.26
1583486690499,0.01,-0.218,12.044
1583486690499,-0.146,0.017,13.143
1583486690538,-0.46,0.174,14.476
1583486690538,-0.539,0.33,15.653
1583486690580,-0.539,0.487,15.967
1583486690580,-1.088,0.801,15.575
1583486690618,-1.872,0.33,16.516
1583486690618,-2.657,0.017,16.673
1583486690658,-3.049,-0.139,15.653
1583486690658,-3.128,0.174,14.32
1583486690698,-3.206,0.174,12.594
1583486690698,-3.128,0.017,11.181
1583486690738,-2.735,0.017,10.005
1583486690738,-2.265,-0.061,8.985
1583486690778,-1.794,0.017,7.494
1583486690778,-1.323,-0.061,5.533
1583486690818,-0.695,-0.218,3.885
1583486690818,-0.225,-0.061,2.708
1583486690857,0.01,-0.139,1.296
1583486690858,0.402,-0.139,-0.037
1583486690897,0.716,-0.296,-1.449
1583486690897,0.716,-0.218,-2.077
1583486690937,0.48,-0.061,-1.606
1583486690937,0.245,-0.218,-0.743
1583486690977,0.167,-0.061,0.119
1583486690977,-0.068,0.017,0.59
1583486691022,-0.539,0.174,0.276
1583486691022,-1.009,0.33,1.061
1583486691065,-1.794,-0.061,3.1
1583486691065,-2.421,-0.218,6.317
1583486691098,-2.343,-1.002,7.965
1583486691098,-2.814,-0.61,9.926
1583486691137,-3.206,-0.767,13.927
1583486691137,-2.971,-1.002,17.222
1583486691177,-2.421,-0.61,19.576
1583486691177,-2.108,-0.532,21.459
1583486691216,-1.558,-0.924,23.185
1583486691216,-0.931,-1.002,23.97
1583486691255,-0.146,-0.689,23.577
1583486691256,0.402,-0.453,22.636
1583486691296,0.402,-0.296,22.087
1583486691296,-0.46,-0.218,21.694
1583486691335,-1.558,-0.218,20.675
1583486691336,-2.186,-0.375,19.027
1583486691375,-2.971,-0.61,16.673
1583486691375,-3.677,-0.689,14.555
1583486691415,-4.147,-0.532,13.77
1583486691415,-4.461,-0.218,12.201
1583486691455,-4.304,-0.061,8.906
1583486691455,-3.755,-0.061,5.454
1583486691495,-2.735,-0.061,3.022
1583486691495,-1.715,-0.218,1.139
1583486691535,-1.009,-0.296,-0.586
1583486691535,-0.382,-0.061,-1.998
1583486691575,0.088,-0.061,-2.155
1583486691575,0.559,-0.218,-1.841
1583486691614,0.716,-0.218,-2.077
1583486691614,0.637,-0.218,-2.234
1583486691654,0.716,-0.139,-2.077
1583486691654,0.559,0.017,-0.9
1583486691694,0.324,-0.061,0.276
1583486691694,-0.068,-0.061,1.296
1583486691734,-0.617,0.095,2.787
1583486691734,-1.009,0.017,5.376
1583486691773,-1.872,-0.139,7.415
1583486691773,-2.5,-0.296,9.612
1583486691814,-3.049,-0.689,11.887
1583486691814,-2.5,-0.532,13.77
1583486691862,-2.265,0.33,15.183
1583486691862,-1.951,0.723,16.595
1583486691894,-1.872,-0.061,18.713
1583486691895,-1.637,0.095,20.518
1583486691956,-1.245,0.801,21.851
1583486691956,-0.46,1.193,21.538
1583486691973,0.088,1.193,20.518
1583486691973,0.167,1.115,20.518
1583486692018,-0.146,1.037,20.361
1583486692018,-0.852,1.115,20.204
1583486692052,-1.794,0.958,19.576
1583486692053,-2.657,0.409,19.419
1583486692092,-3.363,0.409,18.321
1583486692092,-3.598,0.33,16.046
1583486692132,-3.755,0.33,13.535
1583486692132,-3.52,0.33,11.103
1583486692173,-3.206,0.095,9.22
1583486692173,-2.892,0.017,7.415
1583486692212,-2.5,0.017,5.611
1583486692212,-1.872,-0.218,4.513
1583486692263,-1.402,-0.218,3.336
1583486692263,-0.852,-0.061,1.688
1583486692294,-0.303,0.017,0.354
1583486692294,0.088,0.017,-0.351
1583486692331,0.324,0.017,-0.429
1583486692331,0.48,-0.061,-0.586
1583486692371,0.559,-0.139,-1.057
1583486692371,0.794,-0.139,-1.371
1583486692411,0.794,-0.218,-1.292
1583486692411,0.794,-0.218,-0.665
1583486692457,0.48,-0.139,0.747
1583486692457,0.167,0.017,1.845
1583486692494,-0.382,0.017,2.865
1583486692494,-1.009,-0.689,4.905
1583486692539,-1.637,-1.081,7.18
1583486692539,-1.951,-0.924,9.22
1583486692571,-2.265,-0.689,10.711
1583486692571,-2.578,-0.453,11.966
1583486692620,-3.206,-0.845,15.575
1583486692620,-3.598,-1.316,18.713
1583486692672,-3.284,-1.316,20.675
1583486692672,-2.735,-0.689,22.087
1583486692691,-2.186,-0.139,23.107
1583486692691,-1.245,0.409,23.499
1583486692734,-0.303,0.958,22.557
1583486692734,0.324,1.272,20.91
1583486692769,0.324,1.507,20.047
1583486692769,-0.303,1.429,19.498
1583486692816,-1.088,1.193,18.478
1583486692816,-2.186,1.037,17.301
1583486692849,-3.284,0.644,16.281
1583486692849,-3.677,0.487,14.398
1583486692891,-3.755,0.252,12.123
1583486692892,-3.598,0.252,10.397
1583486692929,-3.284,0.017,8.514
1583486692929,-2.735,-0.061,6.709
1583486692972,-2.186,0.017,5.219
1583486692972,-1.637,0.017,3.806
1583486693009,-1.088,0.017,2.237
1583486693009,-0.539,-0.139,1.061
1583486693051,-0.225,-0.218,0.354
1583486693051,-0.068,-0.296,0.041
1583486693088,0.167,-0.218,-0.586
1583486693088,0.245,-0.139,-1.449
1583486693128,0.324,-0.139,-1.92
1583486693128,0.245,-0.139,-1.684
1583486693168,0.01,0.017,-0.586
1583486693168,-0.46,-0.061,0.59
1583486693208,-1.009,0.017,1.688
1583486693208,-0.852,0.095,2.865
1583486693255,-0.695,0.017,5.062
1583486693255,-1.323,-0.453,7.259
1583486693288,-1.872,-1.002,8.828
1583486693288,-2.029,-1.159,10.554
1583486693327,-1.951,-0.767,12.672
1583486693327,-2.186,-0.375,14.476
1583486693371,-2.265,-1.002,16.83
1583486693371,-1.951,-1.708,19.262
1583486693407,-1.323,-1.944,21.381
1583486693407,-0.774,-2.258,23.185
1583486693450,-0.146,-2.179,23.891
1583486693450,0.48,-1.552,22.95
1583486693486,0.951,-0.924,21.067
1583486693486,1.03,-0.453,19.498
1583486693533,0.559,-0.296,18.321
1583486693533,-0.382,-0.296,17.929
1583486693566,-1.558,-0.296,17.301
1583486693566,-2.657,-0.375,16.124
1583486693615,-3.441,-0.218,14.712
1583486693615,-3.598,-0.218,13.613
1583486693664,-3.598,-0.532,12.358
1583486693664,-3.598,-0.689,11.574
1583486693686,-3.52,-0.453,10.24
1583486693686,-3.284,-0.139,8.357
1583486693728,-2.578,-0.218,6.552
1583486693728,-1.951,-0.061,4.12
1583486693766,-1.166,0.017,1.296
1583486693766,-0.382,0.095,-0.665
1583486693810,0.088,-0.061,-1.763
1583486693810,0.402,-0.375,-2.391
1583486693855,0.559,-0.375,-2.861
1583486693855,0.716,-0.453,-2.704
1583486693891,0.559,-0.296,-2.861
1583486693891,0.402,-0.218,-2.155
1583486693925,0.01,-0.296,-0.665
1583486693925,-0.382,-0.218,1.139
1583486693966,-0.539,-0.139,2.787
1583486693966,-0.695,0.017,4.356
1583486694004,-1.402,0.252,5.611
1583486694004,-2.343,0.174,7.337
1583486694046,-2.971,-0.061,9.848
1583486694046,-3.363,-0.218,11.966
1583486694084,-3.52,-0.139,13.221
1583486694084,-3.598,-0.375,14.947
1583486694124,-3.755,-0.689,17.85
1583486694124,-3.834,-0.453,20.518
1583486694164,-3.441,-0.375,21.93
1583486694164,-2.578,-0.375,22.401
1583486694204,-1.794,-0.296,22.087
1583486694204,-1.166,-0.061,21.302
1583486694250,-0.931,0.095,20.125
1583486694250,-0.931,0.252,19.341
1583486694283,-1.323,0.174,18.792
1583486694283,-1.951,0.017,17.693
1583486694325,-2.578,-0.139,16.83
1583486694325,-3.128,-0.218,15.653
1583486694363,-3.52,-0.375,14.633
1583486694363,-3.991,-0.375,13.378
1583486694403,-4.069,-0.532,12.123
1583486694403,-3.677,-0.61,10.318
1583486694444,-3.128,-0.61,8.043
1583486694444,-2.421,-0.453,6.16
1583486694483,-1.637,-0.61,4.513
1583486694483,-1.088,-0.375,2.787
1583486694522,-0.774,-0.296,1.453
1583486694522,-0.382,-0.139,0.198
1583486694562,-0.382,-0.139,-0.665
1583486694562,-0.225,-0.296,-0.9
1583486694602,0.402,-0.61,-1.684
1583486694602,0.559,-0.61,-2.234
1583486694651,0.402,-0.218,-1.92
1583486694651,0.245,0.174,-0.586
1583486694690,0.167,0.252,0.511
1583486694691,0.245,0.017,1.453
1583486694722,0.167,-0.061,2.473
1583486694722,-0.382,-0.061,4.434
1583486694762,-0.852,-0.296,6.709
1583486694762,-1.088,-0.296,7.886
1583486694801,-1.402,-0.453,8.828
1583486694801,-1.951,-0.845,10.24
1583486694850,-2.265,-1.002,11.887
1583486694850,-3.049,-0.61,13.613
1583486694886,-3.52,-1.159,15.418
1583486694886,-3.128,-1.552,18.007
1583486694926,-2.5,-1.081,19.89
1583486694926,-1.715,-0.845,21.302
1583486694969,-0.774,-0.845,22.087
1583486694969,0.01,-0.61,22.008
1583486695001,0.637,-0.375,21.93
1583486695001,0.794,-0.532,21.302
1583486695055,0.794,-0.767,20.988
1583486695055,0.245,-0.767,20.831
1583486695080,-0.46,-0.689,20.047
1583486695080,-1.48,-0.689,18.478
1583486695126,-2.343,-0.61,16.595
1583486695126,-2.814,-0.218,14.241
1583486695160,-2.814,0.095,11.887
1583486695160,-2.892,0.095,10.24
1583486695200,-3.049,0.017,9.141
1583486695200,-2.814,-0.218,7.729
1583486695248,-2.578,-0.375,5.846
1583486695248,-2.265,-0.532,4.356
1583486695279,-1.794,-0.532,3.022
1583486695279,-1.323,-0.375,1.767
1583486695320,-0.931,-0.139,0.747
1583486695320,-0.617,-0.061,-0.115
1583486695359,-0.303,-0.139,-0.665
1583486695359,0.01,-0.139,-1.449
1583486695402,0.245,-0.061,-1.684
1583486695402,0.402,-0.139,-1.763
1583486695457,0.402,-0.061,-1.449
1583486695457,0.167,0.017,-1.057
1583486695478,-0.146,0.017,-0.037
1583486695478,-0.539,-0.061,1.296
1583486695524,-0.931,0.017,4.042
1583486695525,-1.637,0.174,6.866
1583486695558,-2.029,0.252,8.906
1583486695558,-1.637,-0.061,10.475
1583486695605,-0.931,-0.218,11.26
1583486695605,-1.715,-0.61,12.28
1583486695658,-2.265,-1.473,15.104
1583486695658,-1.872,-1.63,19.184
1583486695678,-0.695,-1.081,20.596
1583486695678,0.324,-0.218,21.067
1583486695718,1.108,0.566,20.831
1583486695718,1.422,0.88,21.145
1583486695760,1.579,1.193,21.224
1583486695760,1.814,1.507,20.988
1583486695797,1.893,1.507,20.675
1583486695797,1.422,1.115,20.596
1583486695841,0.637,0.958,19.812
1583486695841,-0.382,0.644,18.556
1583486695883,-1.558,0.409,17.458
1583486695883,-2.657,0.409,16.124
1583486695917,-3.363,0.409,14.32
1583486695917,-3.441,0.723,12.044
1583486695957,-3.284,0.88,9.455
1583486695957,-3.206,0.723,7.337
1583486695996,-2.971,0.487,5.925
1583486695996,-2.578,0.252,4.434
1583486696041,-2.029,-0.139,3.257
1583486696041,-1.402,-0.375,2.002
1583486696076,-0.852,-0.296,1.217
1583486696076,-0.303,-0.218,0.041
1583486696126,0.088,-0.296,-0.978
1583486696126,0.48,-0.061,-1.371
1583486696158,0.794,-0.061,-1.606
1583486696158,1.03,-0.139,-1.371
1583486696196,1.108,-0.296,-1.135
1583486696196,0.637,-0.375,-0.272
1583486696244,0.088,-0.375,0.354
1583486696244,-0.068,-0.061,1.924
1583486696275,-0.225,0.33,3.571
1583486696275,-0.774,0.33,4.983
1583486696315,-1.402,0.017,6.239
1583486696316,-1.794,0.017,7.965
1583486696355,-1.558,-0.061,9.22
1583486696355,-1.323,0.174,9.926
1583486696395,-1.637,0.644,11.731
1583486696395,-2.029,0.958,14.241
1583486696447,-2.343,1.115,17.379
1583486696447,-2.578,1.115,20.047
1583486696485,-2.343,1.35,21.694
1583486696485,-1.715,1.35,22.714
1583486696517,-0.852,1.193,22.636
1583486696517,-0.225,1.193,22.165
1583486696554,0.167,1.35,21.224
1583486696554,0.245,1.429,20.204
1583486696594,-0.068,1.743,19.419
1583486696594,-0.617,1.821,19.027
1583486696644,-1.166,1.272,18.399
1583486696644,-1.558,1.272,17.066
1583486696679,-2.029,1.272,15.653
1583486696679,-2.735,0.801,14.476
1583486696714,-3.206,0.723,12.672
1583486696714,-3.363,0.88,10.554
1583486696762,-3.206,0.88,8.514
1583486696762,-3.049,0.566,6.945
1583486696794,-2.814,0.174,5.297
1583486696794,-2.5,-0.218,4.277
1583486696855,-1.872,-0.453,3.1
1583486696855,-1.088,-0.453,1.767
1583486696877,-0.46,-0.296,0.354
1583486696877,0.088,-0.296,-0.743
1583486696913,0.402,-0.218,-1.135
1583486696913,0.716,0.017,-1.371
1583486696957,1.108,0.017,-1.528
1583486696957,1.108,-0.061,-1.528
1583486696993,0.873,-0.061,-1.214
1583486696993,0.48,0.017,-0.429
1583486697043,-0.068,0.017,1.139
1583486697043,-0.852,0.017,2.708
1583486697072,-1.558,0.252,4.277
1583486697072,-1.715,0.409,5.846
1583486697113,-2.108,0.409,7.965
1583486697113,-2.421,0.33,9.926
1583486697152,-2.108,0.252,10.789
1583486697152,-1.323,0.017,12.123
1583486697195,-0.774,0.409,14.006
1583486697195,-0.46,1.193,16.281
1583486697245,-0.146,1.35,18.085
1583486697246,0.402,1.743,19.419
1583486697271,1.03,2.056,20.361
1583486697271,1.422,1.664,20.988
1583486697311,1.736,1.272,21.616
1583486697311,1.579,1.037,21.538
1583486697351,1.657,0.88,20.831
1583486697351,1.971,0.566,19.812
1583486697391,1.814,0.409,18.635
1583486697391,0.794,0.409,18.792
1583486697442,-0.46,0.801,18.478
1583486697442,-1.323,1.272,17.144
1583486697479,-2.186,1.115,15.575
1583486697479,-3.284,0.88,13.927
1583486697511,-3.755,0.801,12.28
1583486697511,-3.912,0.644,10.475
1583486697553,-3.834,0.252,8.514
1583486697553,-3.677,-0.218,6.631
1583486697593,-3.284,-0.218,4.905
1583486697593,-2.421,-0.139,3.414
1583486697663,-1.637,-0.296,1.845
1583486697663,-0.931,-0.218,0.668
1583486697675,-0.382,-0.218,-0.429
1583486697675,0.402,-0.061,-1.528
1583486697710,0.559,-0.218,-2.312
1583486697710,0.637,-0.218,-2.234
1583486697758,0.873,-0.139,-1.449
1583486697758,1.03,-0.139,-0.978
1583486697789,1.108,-0.139,-0.665
1583486697789,0.794,-0.061,-0.272
1583486697842,0.088,-0.061,0.747
1583486697842,-0.774,0.017,2.708
1583486697869,-1.637,0.017,4.12
1583486697869,-2.578,-0.375,5.376
1583486697911,-3.284,-0.689,7.494
1583486697911,-3.284,-0.296,10.554
1583486697954,-3.128,0.017,13.3
1583486697954,-2.735,-0.375,15.653
1583486697989,-2.421,-0.689,17.615
1583486697989,-1.872,-0.689,19.184
1583486698029,-1.245,-0.767,19.968
1583486698029,-0.774,-1.002,20.439
1583486698068,-0.382,-0.924,20.753
1583486698068,0.01,-0.61,20.753
1583486698108,0.088,-0.532,20.518
1583486698108,0.088,-0.218,20.125
1583486698148,-0.225,0.017,19.498
1583486698148,-0.695,0.174,18.792
1583486698188,-1.402,0.252,18.635
1583486698188,-2.186,0.409,18.007
1583486698227,-2.814,0.174,16.909
1583486698227,-3.363,-0.296,15.967
1583486698268,-3.755,-0.689,15.026
1583486698269,-3.755,-0.689,13.221
1583486698307,-3.52,-0.61,11.417
1583486698307,-3.206,-0.453,9.769
1583486698350,-2.892,-0.218,8.435
1583486698350,-2.578,-0.061,6.788
1583486698387,-2.108,-0.296,5.376
1583486698387,-1.637,-0.375,3.728
1583486698427,-1.088,-0.296,2.237
1583486698427,-0.539,0.017,1.061
1583486698467,-0.146,0.174,0.433
1583486698467,0.088,-0.218,-0.351
1583486698507,0.245,-0.532,-1.371
1583486698507,0.559,-0.375,-1.606
1583486698546,0.873,-0.296,-1.763
1583486698546,1.265,-0.375,-1.606
1583486698586,1.5,-0.532,-1.057
1583486698586,1.265,-0.532,0.276
1583486698638,1.03,-0.139,1.924
1583486698638,0.794,0.174,3.257
1583486698667,0.324,0.409,4.591
1583486698667,-0.774,0.33,5.846
1583486698706,-1.558,-0.061,6.788
1583486698706,-1.951,-0.061,7.494
1583486698746,-2.186,0.33,9.141
1583486698746,-2.657,0.644,11.181
1583486698785,-3.206,0.487,13.064
1583486698785,-3.284,0.33,15.575
1583486698832,-3.206,0.095,18.635
1583486698832,-2.657,0.095,20.518
1583486698865,-1.872,-0.061,20.91
1583486698865,-0.931,-0.218,20.831
1583486698913,0.01,-0.375,20.204
1583486698913,0.716,-0.375,19.968
1583486698947,0.716,-0.61,19.655
1583486698947,0.48,-0.689,19.341
1583486698995,0.01,-0.767,19.027
1583486698995,-0.852,-0.924,18.321
1583486699056,-1.715,-0.924,17.458
1583486699056,-2.657,-0.845,17.222
1583486699065,-3.441,-0.689,16.438
1583486699065,-3.834,-0.767,15.026
1583486699107,-4.069,-0.532,13.378
1583486699108,-4.226,-0.218,12.123
1583486699144,-4.461,0.095,10.632
1583486699144,-3.912,0.017,8.906
1583486699190,-3.206,0.017,7.494
1583486699190,-2.5,-0.139,5.846
1583486699251,-1.715,-0.296,3.885
1583486699251,-1.48,-0.375,2.708
1583486699272,-1.166,-0.375,1.61
1583486699272,-0.774,-0.296,1.061
1583486699303,-0.303,-0.218,-0.037
1583486699304,0.245,-0.139,-1.528
1583486699347,0.951,-0.061,-2.312
1583486699347,1.422,0.017,-2.547
1583486699385,1.5,-0.061,-1.998
1583486699385,1.343,-0.139,-1.371
1583486699442,1.03,0.017,-0.586
1583486699442,0.716,0.017,0.354
1583486699468,0.01,-0.218,2.708
1583486699468,-0.068,-0.61,6.16
1583486699503,-0.539,-0.689,7.808
1583486699503,-1.558,-0.845,9.063
1583486699549,-1.637,-0.924,10.161
1583486699549,-1.088,-0.689,11.103
1583486699587,-0.539,0.095,12.28
1583486699587,-0.617,0.33,13.849
1583486699642,-0.931,0.33,15.575
1583486699642,-0.774,0.33,16.987
1583486699664,-0.46,0.566,18.085
1583486699664,-0.068,0.88,18.478
1583486699711,0.245,0.487,18.713
1583486699711,0.245,0.252,19.812
1583486699745,0.324,0.33,20.125
1583486699745,0.324,0.252,19.419
1583486699782,0.088,0.252,18.792
1583486699782,-0.46,0.095,18.478
1583486699845,-0.931,-0.296,18.242
1583486699845,-1.48,-0.767,17.615
1583486699862,-1.872,-0.767,16.752
1583486699862,-2.265,-0.689,16.203
1583486699906,-2.735,-0.61,15.496
1583486699906,-3.049,-0.689,14.79
1583486699941,-3.128,-0.689,13.457
1583486699941,-2.892,-0.453,11.731
1583486699982,-2.578,-0.061,9.534
1583486699982,-2.029,0.017,8.671
1583486700040,-2.029,-0.532,8.2
1583486700040,-1.872,-0.689,6.631
1583486700063,-1.402,-0.139,4.748
1583486700063,-0.852,0.017,2.865
1583486700100,-0.303,0.017,1.374
1583486700100,0.167,0.095,0.59
1583486700140,0.559,0.252,-0.194
1583486700140,0.873,0.252,-1.371
1583486700180,1.108,0.174,-2.077
1583486700180,1.265,-0.061,-2.547
1583486700235,1.422,-0.061,-2.469
1583486700235,1.422,-0.061,-1.763
1583486700259,1.108,-0.139,-0.743
1583486700260,0.559,-0.139,0.825
1583486700299,0.167,0.095,2.237
1583486700299,-0.46,0.174,3.022
1583486700340,-1.402,0.017,5.062
1583486700340,-2.029,-0.218,7.259
1583486700379,-2.421,-0.453,9.534
1583486700379,-2.657,-0.689,11.809
1583486700433,-2.421,-0.61,14.476
1583486700433,-1.872,-0.61,16.516
1583486700459,-1.402,-0.375,17.85
1583486700459,-1.245,-0.139,18.399
1583486700498,-1.166,-0.061,18.713
1583486700499,-0.931,-0.218,19.419
1583486700538,-0.617,-0.218,20.047
1583486700539,-0.382,-0.139,20.361
1583486700578,-0.225,-0.218,20.361
1583486700578,-0.225,-0.375,20.204
1583486700625,-0.382,-0.453,19.733
1583486700625,-0.774,-0.375,18.792
1583486700658,-1.088,-0.296,17.536
1583486700658,-1.323,-0.139,16.124
1583486700699,-1.715,0.017,14.869
1583486700699,-2.186,-0.218,13.77
1583486700738,-2.657,-0.532,12.672
1583486700738,-2.814,-0.689,12.201
1583486700780,-2.971,-0.767,11.574
1583486700780,-3.049,-0.845,10.475
1583486700838,-2.814,-0.453,9.377
1583486700838,-2.343,-0.296,8.2
1583486700862,-1.794,-0.218,6.474
1583486700862,-1.245,-0.139,4.826
1583486700901,-0.774,-0.218,3.414
1583486700901,-0.382,-0.139,2.394
1583486700937,0.01,-0.061,2.002
1583486700937,0.402,0.017,1.688
1583486700983,0.716,0.095,1.374
1583486700984,1.03,0.174,0.825
1583486701045,1.265,0.095,0.276
1583486701045,1.422,0.095,-0.115
1583486701068,1.579,0.017,-0.037
1583486701068,1.736,0.017,0.825
1583486701096,1.893,0.095,1.688
1583486701097,1.736,0.017,1.767
1583486701146,1.265,-0.061,2.08
1583486701146,0.637,-0.296,3.022
1583486701179,-0.146,-0.453,4.042
1583486701179,-1.088,-0.296,4.826
1583486701216,-2.029,-0.296,6.16
1583486701216,-2.814,-0.453,8.514
1583486701261,-3.128,-0.61,11.574
1583486701261,-3.363,-0.689,14.163
1583486701295,-3.52,-0.845,15.81
1583486701295,-3.598,-1.002,18.085
1583486701343,-3.363,-1.159,20.047
1583486701343,-2.814,-0.924,21.302
1583486701375,-2.186,-0.767,21.773
1583486701375,-1.245,-0.296,21.459
1583486701433,-0.774,0.095,20.91
1583486701434,-0.225,0.487,19.733
1583486701458,-0.146,0.487,18.792
1583486701458,-0.617,0.409,18.242
1583486701504,-1.166,0.409,17.615
1583486701504,-1.794,0.409,16.987
1583486701539,-2.343,0.252,16.281
1583486701539,-2.814,-0.061,15.732
1583486701574,-2.971,-0.218,14.869
1583486701574,-2.971,-0.218,13.613
1583486701629,-3.049,-0.139,12.515
1583486701629,-3.049,0.017,11.417
1583486701654,-3.049,-0.139,10.475
1583486701654,-2.735,-0.061,9.455
1583486701699,-2.421,0.095,8.2
1583486701699,-2.029,0.095,6.945
1583486701734,-1.715,-0.139,5.219
1583486701734,-1.245,-0.296,3.571
1583486701774,-0.695,-0.296,2.316
1583486701774,-0.382,-0.139,1.453
1583486701827,-0.068,-0.061,0.825
1583486701827,0.324,0.017,0.276
1583486701862,0.794,0.095,-0.351
1583486701862,1.187,0.174,-0.9
1583486701895,1.579,0.252,-1.214
1583486701895,1.814,0.252,-1.449
1583486701933,1.971,0.174,-1.135
1583486701933,1.893,-0.061,-0.272
1583486701977,1.343,-0.218,1.217
1583486701977,0.402,-0.453,3.336
1583486702034,-0.068,-0.532,5.219
1583486702034,-0.774,-0.689,6.396
1583486702059,-1.872,-0.845,8.122
1583486702059,-2.578,-0.767,10.868
1583486702098,-2.421,-0.845,13.143
1583486702098,-1.558,0.095,15.104
1583486702140,-1.558,0.095,15.653
1583486702140,-1.245,-0.296,16.359
1583486702173,-1.088,-0.296,16.752
1583486702173,-0.931,-0.375,16.516
1583486702233,-0.695,-0.767,16.124
1583486702233,-0.617,-1.002,15.653
1583486702255,-0.539,-1.238,14.869
1583486702255,-0.225,-1.395,14.006
1583486702291,-0.068,-1.159,13.378
1583486702291,0.01,-1.081,12.829
1583486702332,-0.068,-1.002,12.28
1583486702332,-0.146,-0.924,11.652
1583486702371,-0.068,-0.845,10.946
1583486702371,0.088,-0.689,10.475
1583486702418,-0.068,-0.689,10.083
1583486702419,-0.146,-0.532,9.926
1583486702451,-0.225,-0.532,9.769
1583486702451,-0.225,-0.532,9.691
1583486702499,-0.303,-0.61,9.848
1583486702499,-0.382,-0.61,9.926
1583486702531,-0.303,-0.532,9.848
1583486702531,-0.225,-0.453,9.848
1583486702580,-0.068,-0.375,9.848
1583486702580,-0.068,-0.375,9.848
1583486702636,-0.146,-0.296,9.848
1583486702637,-0.225,-0.296,9.926
1583486702650,-0.225,-0.296,9.926
1583486702650,-0.068,-0.218,9.848
1583486702695,0.088,-0.139,9.848
1583486702695,0.088,-0.218,9.769
1583486702730,0.088,-0.218,9.691
1583486702730,0.01,-0.296,9.612
1583486702776,0.01,-0.375,9.691
1583486702777,0.088,-0.453,9.612
1583486702809,-0.068,-0.375,9.769
1583486702809,-0.225,-0.453,9.848
1583486702858,-0.382,-0.453,9.848
1583486702858,-0.382,-0.296,9.926
1583486702891,-0.303,-0.218,9.926
1583486702891,-0.146,-0.061,10.083
1583486702938,-0.382,0.017,10.161
1583486702938,-0.303,0.017,10.005
